company,client,item,qty,price
RZZ,KCP,6365,20,24
NRA,XMW,9630,2,14
JCA,NMO,20323,8,10
IEL,DBH,9490,41,27
QRU,OUX,30526,24,25
VLD,USK,17699,0,27
OZQ,EGX,19205,16,20
KML,OIQ,32564,15,10
RVQ,YZL,825,45,0
OBA,WQU,15245,23,0
OIS,HGN,27684,3,4
OQH,AAW,2815,17,4
FPQ,DJV,8031,13,18
HIM,DIL,16979,1,4
AWE,UCX,2786,37,32
ERI,KKN,10542,26,6
QLT,SHU,24169,36,29
OVZ,OAV,27336,28,27
QEG,WUP,13618,23,21
DKV,MYQ,1252,40,18
KOI,VPY,19068,1,18
GWF,ZVG,18127,23,27
ZJL,PFZ,2642,15,31
VMW,RWJ,15665,39,9
KHT,TAV,13122,3,16
XPM,PHW,25731,22,10
UNZ,UTH,8590,48,1
HBT,KEY,11620,8,11
EUE,LEB,17911,3,29
VZA,MLG,13192,28,22
JWR,DYN,29726,34,27
BMP,ZVK,7093,43,31
KOL,DWX,15412,38,29
NCZ,RFV,13456,19,23
PLR,DRZ,5590,16,25
MHX,QKF,17835,23,3
PIP,GXF,14930,16,4
GLX,BMS,4983,32,21
OEH,OWI,16856,17,25
DWD,YNV,1446,29,13
QMV,OWF,8233,40,30
DJN,KNT,16150,13,17
AUC,TMM,24614,15,6
RNR,SMN,446,47,16
WDE,WND,15158,27,0
EKR,JJZ,11478,26,23
CDW,KVN,24339,27,26
SLH,KEW,1457,48,14
IFS,EDX,27056,44,31
UQZ,SMX,28210,24,0
NTH,SUF,23237,38,6
TOF,ESG,2421,40,7
CAN,PMU,10507,9,21
KUI,JWG,21570,23,31
KJK,KGV,27368,13,9
DOW,VYE,19183,12,16
BXA,HOM,27601,25,8
WMY,CLO,3026,2,25
JWU,POJ,21819,41,7
LJM,RQH,20247,41,14
SBD,CXI,11797,45,6
OBZ,FKB,1928,43,6
SJR,TYL,17246,30,26
CTO,AEI,29640,1,14
VHW,YSB,1471,21,13
ZOW,GKI,7139,45,10
UKK,EDI,2100,28,16
JPF,OKJ,26335,34,27
MOV,VES,24745,0,18
IOQ,OCV,5390,28,32
BWM,THN,6812,2,2
BOJ,EHZ,15176,23,25
IJO,IAW,18569,39,6
YMJ,JJN,18443,37,15
SUR,SMR,5280,41,6
ZXS,DMQ,14142,3,10
EON,LBK,9472,34,32
CKR,KIE,18995,23,6
JTR,GWA,4694,6,14
IXV,VIX,5351,4,29
ONB,ZTI,28208,48,19
YIR,PRI,23996,28,12
SHS,PIP,10368,41,22
IRJ,JFO,6487,8,18
JTR,FQQ,22960,19,11
SPX,UTQ,827,15,9
LXD,VJP,13551,29,30
VAF,VUR,510,25,1
RMC,FLV,8899,4,32
ANP,NEX,31597,47,10
QKB,NPB,28140,19,20
SRS,GQS,30530,35,14
EVB,HFC,20440,12,18
DNK,GWY,13683,46,26
QQT,FZA,26907,40,16
TGO,LQQ,9319,26,6
VPB,QDG,7141,34,13
IQI,OIT,7369,25,29
YJY,UWU,31531,39,24
UFA,HQX,3739,16,18
ZSA,GZQ,10403,14,9
CVJ,POC,3718,32,25
SQQ,RWH,20114,32,15
QWD,MFX,1179,29,11
MNY,FWX,2038,29,24
MXE,AFK,22507,41,17
UPE,CVT,11244,17,32
SHD,AAN,25663,5,15
TAF,DTA,11086,20,32
SOE,LGW,19645,13,11
THT,FLO,24918,47,12
LGU,XMW,2514,16,30
RWS,KCP,24451,23,20
HYL,KZR,16661,29,14
FCY,KZN,31528,48,13
SVX,KWB,12332,10,5
TVL,DOZ,26166,23,32
IKF,XXZ,8629,39,13
BVV,HEM,13015,26,11
PSF,ICW,30518,44,19
YAL,GZC,19117,9,15
WFU,NOH,31041,30,7
UQW,QYD,29500,19,4
JZT,VNF,16008,13,29
XLP,IQS,2045,43,13
MAM,CQM,5955,22,32
CFO,YPQ,2248,26,32
FPK,ZJM,11869,46,1
OAM,IIH,12758,34,24
KEY,SAF,30817,44,1
OSW,VXN,28211,13,28
WPR,QFO,1254,18,5
UMM,YYA,16415,36,0
IBN,CHA,1169,15,27
GZZ,DSX,26660,29,22
NOL,GRZ,25004,4,5
YBN,OOA,8426,7,22
IYR,QGN,5325,48,3
DEF,IWD,23312,39,7
NVQ,EKU,14363,29,7
TDN,GFY,10602,45,8
SFF,JDY,12759,36,22
GOK,PYM,18223,32,19
KAF,AXG,9209,8,22
RQC,TWE,23951,5,11
IAE,MTI,6999,35,20
KTY,JHB,5583,10,9
OGV,UAP,7799,27,30
FVM,CKV,17295,26,19
AEW,SBI,4918,47,5
PGN,FLK,468,46,19
GQY,GRR,10751,46,8
CWS,JWH,20619,23,28
YCS,XYD,6962,30,28
FJB,ZCV,9120,10,14
VMU,YAT,5610,1,20
DPI,REM,27543,17,22
NLY,BNI,19551,3,16
IDV,OYW,5894,10,8
SSK,ZLS,24517,34,28
DUQ,SQN,20649,38,26
CSJ,VEU,22034,0,31
WBU,FFQ,22422,38,17
TPS,DTV,32430,11,28
OKD,VFR,5757,1,30
EII,HDX,13635,38,2
UGB,DWU,30504,2,1
BUY,JGQ,4280,37,5
GZP,HAV,19311,38,14
GSD,SEF,12312,47,6
FCN,UPT,6096,1,18
XUE,HVY,11075,31,4
MKN,TSR,4468,28,25
IWA,JUW,30768,12,7
HDQ,PMZ,17602,36,21
MZH,SCL,15736,39,0
VTP,LWY,28546,7,12
LER,UYJ,23629,25,16
BUO,AXH,30443,21,28
WAQ,VOE,31516,5,6
KCO,IRJ,2836,8,1
HSU,ALG,31322,32,20
CKB,DRE,22599,23,26
WJH,PAA,16525,29,26
MAJ,HGN,13711,18,24
CSJ,XNT,28610,37,6
WYD,UIO,21222,45,15
ZAX,LLK,12194,9,17
TTT,REA,830,29,17
PMG,WPY,11712,35,5
WMK,HKG,14766,3,5
UKS,MCF,7611,38,14
LUN,XIG,8961,29,26
BZO,HPT,28044,45,14
WWB,FJT,15784,7,22
IKS,VEO,7741,12,0
JMV,OYX,2749,30,22
GTJ,UZZ,23178,37,9
JEZ,NEQ,25003,15,9
ZGI,HXT,25540,44,25
OEI,ZTT,7453,6,0
EGA,TJP,10426,25,2
NZY,CTG,29259,30,23
XKV,WKV,24384,11,9
GRY,RNW,11128,15,3
EJW,HXC,32761,25,5
GRE,POR,1887,37,2
UGR,CJD,5165,30,25
HHZ,BWW,16184,43,27
HGA,NFA,19238,8,28
IZJ,SBJ,19073,11,25
EWB,ZUW,7669,32,9
QZV,DPQ,29591,37,12
OHM,GHS,25216,22,21
UAY,NTM,31391,16,16
IST,HHT,11206,20,11
GYV,DGE,10580,36,27
UWQ,VSA,31798,12,26
ZUE,XLN,6156,45,13
VCJ,WKD,29955,36,4
JCE,UTX,22186,18,17
LEJ,GWQ,20794,10,12
ZRS,ZCX,27362,29,10
CYV,TNI,14724,39,26
KYQ,KRZ,15295,24,20
GZB,UWG,7841,5,20
NJG,LZF,14095,46,8
UPB,YFA,32472,19,22
WNB,ORF,14530,34,4
PVE,CPI,28106,32,16
HMT,GDN,10632,1,24
NHA,KLO,23627,23,26
BAK,XMR,6202,35,29
QQA,DJJ,15856,36,7
ZOS,KXE,8161,35,11
THB,KAP,16738,46,30
PKD,VSI,13084,10,27
DMX,HKQ,19863,25,12
LYY,JYQ,18780,20,17
YCK,FLP,28331,48,24
FPX,CMK,27334,12,12
LRV,GIY,15101,35,17
GWV,HPL,28671,1,24
TOS,YMY,1450,26,17
FVU,OFV,9249,28,15
MDR,QAL,11079,41,2
KSL,SFD,28373,11,6
PMC,ZOY,15557,17,0
UIN,YQB,24815,30,27
SQA,HYA,18773,1,0
NZD,XUF,3373,37,6
URI,YUF,16767,30,31
SJV,QUX,10446,38,25
EHZ,WOL,9030,16,17
ZQG,WAP,26190,34,20
VDM,RAH,24214,40,10
RKA,UHS,26665,36,27
MLQ,QWY,10760,32,30
MSN,STH,14754,13,29
UJR,OHH,31582,23,26
BWW,GUU,4403,41,10
HTX,WNX,26800,38,3
QBO,PJN,10739,15,28
ALV,EQC,18992,37,25
OZG,FAQ,15574,1,16
ZJY,HFL,22883,26,0
EFG,NVZ,16350,45,25
DFU,ECL,24823,25,10
OIX,BPX,14090,37,11
PVU,YXZ,13016,15,30
DZE,XMK,16549,18,13
UFJ,QET,22869,38,17
IQD,HSV,2760,16,30
YGE,PXF,10843,34,13
BEW,XFV,30321,34,6
SGF,EVY,14013,46,12
BHN,XLW,22716,46,18
UWT,KJC,29129,12,2
ULN,PVD,27088,31,2
ONO,IWV,5986,20,7
KKV,PVB,25993,12,4
UHD,WCY,20947,13,23
UUF,ZPN,9536,4,2
MAU,GZL,24261,34,5
FOD,WDG,30602,43,5
PTJ,GPC,13988,11,29
CJC,ERW,864,46,8
VFK,TXL,18261,26,8
XHC,RWN,22281,0,2
LXF,BXU,14679,18,28
WXM,UWT,13524,47,3
RDR,KRS,26990,34,16
YCV,VWW,4726,34,13
LUP,MCU,11223,34,0
CYX,SIJ,27938,43,3
EFJ,XJX,6262,33,3
XQX,WRU,16907,20,6
MOC,LGP,12848,39,16
JAO,EHX,7827,2,7
OVM,YQJ,29555,42,3
XPA,EBA,13039,43,12
HKO,DSH,13670,32,11
YSA,GHK,30143,37,11
CMV,SAZ,30163,22,26
OKD,LEN,7302,3,31
PJR,MIO,27256,1,5
SBS,GYD,15602,27,5
ZGU,NBA,32716,31,0
VHR,PBN,19992,25,31
EPC,CDX,19676,11,2
CIT,IZS,14406,3,19
KMP,QWZ,16836,45,23
CNT,LMJ,27780,6,3
ENY,QFP,30377,15,12
VRY,JNM,8381,36,12
DVF,GSE,8814,8,17
OZJ,YQG,4451,41,11
HFR,PLX,20236,42,21
GAT,EZY,19310,4,31
FPF,ZKA,28004,10,22
LBP,MEI,24328,30,26
VSP,PCG,11718,36,8
NYB,KZN,30058,25,13
ICR,PSF,20724,5,12
DDT,YGO,4579,4,27
NAA,PCF,474,47,31
WLI,PFS,21757,26,16
OMB,DFB,25228,5,13
QJO,RJO,13191,29,7
AGC,QPO,15596,13,27
OCY,HPD,24491,28,12
SZG,RIZ,4204,29,8
LRA,VAQ,23124,7,25
GON,BTW,24948,40,14
PJD,AYD,10848,30,32
DRQ,GFL,12824,43,27
MJP,XKM,2094,7,20
SHJ,CYC,21005,3,12
ECZ,EOB,10976,12,18
EFM,IXO,1763,17,28
MLH,EXC,22596,33,18
DRH,TOD,7291,0,20
HJE,KQX,5226,0,16
BJU,IUQ,27310,35,8
RZF,ETY,30443,5,2
UIM,KUU,24707,6,7
QRY,XZA,29157,33,25
BGB,JHQ,12785,24,28
JGC,LPX,32352,23,6
UWM,FFN,2193,28,21
GYZ,BOI,8880,7,8
TIO,OOO,29019,14,3
FGJ,JYW,15344,32,26
VNH,ADZ,23982,10,10
HGP,OCJ,28300,47,6
ERB,BFQ,24928,41,23
ZMU,UJB,15249,24,4
QXE,VRD,30582,4,2
NSA,ZWK,13714,33,23
NIK,KLE,16479,32,19
SAA,XYB,15442,7,17
ZUP,YGP,29204,46,20
OPD,UAR,23094,3,6
BDF,WHG,13279,41,27
VLH,JHB,5520,40,4
OCS,DTA,30942,47,10
SDG,KXC,3235,37,4
DAH,GHV,18916,1,14
PYY,KWV,24065,25,29
MJY,LHJ,28160,16,31
INL,CFW,29736,40,28
OYL,CZS,13891,13,6
IXL,SWN,5343,18,23
FIW,ILY,25909,7,2
EWP,WNC,19163,36,9
ZHM,UQH,15707,42,18
QHP,TYG,32319,4,25
JFJ,SYY,12108,30,0
NXT,PZF,25155,27,14
HWI,TQJ,17419,45,19
PFD,NEX,21873,23,28
QTP,TDL,13784,16,24
JWH,LUS,12481,16,5
WGW,SMK,30109,14,20
XEG,VXO,26591,16,21
XLT,TOB,9135,30,13
CMD,MIC,31113,41,24
YJH,RMB,23711,12,15
LKY,TRR,32471,3,10
NPY,HJO,9263,23,1
OHF,TIO,23896,33,5
QBV,WZQ,31758,31,2
WUT,URE,11161,30,16
RVD,NBQ,26675,12,2
LWZ,NDG,5145,19,11
WUD,PIX,6156,48,23
EWE,HQJ,781,25,20
PNJ,ZQX,1560,0,14
KAV,ILF,22530,11,4
TYS,CIQ,11730,34,11
ZIP,WKH,21280,33,11
SIL,CBD,31483,6,9
WQX,BHA,17123,18,29
JCR,DVW,1320,10,18
OIS,OKK,21325,43,32
HLY,BWP,7525,37,4
EEF,ZTV,8383,33,9
FWS,DSA,13943,46,7
SKN,ZOV,28489,44,29
RKQ,DSA,22375,42,22
TEB,YAW,22782,23,16
HRA,IAK,15321,41,8
FFN,MES,32711,32,0
JIC,CSC,9230,4,7
GBY,CUD,25989,11,24
KKE,LDO,9838,10,12
JDG,QUP,16812,4,10
DAW,PSP,8748,15,2
NLL,OEU,12436,18,25
ENQ,POG,393,37,4
JJD,XIJ,7440,0,3
POS,HOU,21697,6,16
YKY,ZBT,4393,11,30
SUH,FYC,29040,36,7
IFN,JYB,9494,37,13
MYP,RCJ,7940,37,28
BNW,LTB,26510,46,24
ZBW,VKX,17900,6,29
ACC,SEP,17299,18,4
ACQ,VVX,15941,45,20
UHW,IQT,23825,17,30
FSG,ZSJ,22076,5,9
YUE,YXD,17558,8,26
XCB,JOY,4925,44,12
VFB,KET,23799,45,21
QOQ,BDO,10040,41,0
ANI,UNA,31678,2,14
GFK,KGS,19467,35,7
KTB,CMX,5922,8,27
DWV,NDP,28062,2,31
INP,TFE,31486,38,26
OVB,JDE,3121,33,24
DNS,FLT,14001,25,8
TUY,YHF,25712,17,18
KKA,ZUC,16876,47,5
WGC,DMB,9812,23,31
VZZ,VGF,1803,37,19
FZG,HEX,14352,17,29
NRQ,ZMT,28469,36,25
MKB,YVI,20601,40,32
INW,LGY,2304,36,15
IWY,ADR,11706,17,32
JXW,QPA,15802,27,24
UVG,ABH,14695,35,22
VDY,DVE,17409,8,3
WBT,FHS,18846,3,30
QRH,CGC,32477,6,12
PVC,PUG,5803,7,15
NIR,WXE,31288,15,9
RVA,CYR,7165,16,26
OBI,DYC,17791,42,9
XED,BDM,17143,25,0
KWG,KCG,5767,45,11
AOZ,PUS,18257,34,15
RNW,UWJ,17219,27,2
IHV,KNV,6537,23,22
IOB,MPZ,11704,14,22
BVH,JFT,25584,43,23
TCD,OYV,27788,32,21
DDT,UAZ,12512,45,3
YMI,RRB,7290,20,2
HFG,EKV,19543,14,0
PRI,OLZ,2759,22,16
MTK,XGN,12875,1,27
EJK,VGH,8289,3,27
RRN,BJY,29012,43,23
NTJ,MPW,30592,24,7
VCC,FFS,8792,20,12
KEK,HMJ,25793,15,1
JSH,RLN,30555,10,20
LYG,XBH,17557,3,19
MHD,FSE,21113,47,27
ZIJ,WPV,9245,26,23
VGE,QFU,13104,34,14
SBJ,FQI,13144,30,13
NVN,STG,2003,20,21
MSK,ELM,19447,33,6
UJU,JCN,7661,45,13
KIK,PCH,21020,2,12
DUE,FDI,28358,38,23
DHU,YEM,25978,19,14
IQJ,ETP,27570,6,14
XUQ,BKO,5534,7,5
ZHX,SOK,2161,44,24
AST,KUF,27191,18,21
HYC,OWF,30456,1,13
SLL,AWI,20726,25,0
NRG,GAT,4470,25,10
QGK,DEY,11527,2,25
NAI,JHB,57,43,14
RFZ,ARB,28319,33,7
TTC,LLT,10166,36,16
WGB,KRF,30419,45,27
DZZ,WXW,28812,7,1
TKP,IPY,18022,41,22
YRR,VMP,3374,7,8
VIP,TWJ,29545,15,3
BEU,XAY,10506,32,17
DXW,FAE,2174,18,6
JLJ,PHP,16408,45,11
OWQ,XZZ,13085,23,31
AFN,MXH,22091,40,16
JSN,FQV,12236,32,28
JUW,FYW,18469,41,29
LEK,JYN,19219,6,30
YTP,GRO,4673,4,8
JPD,JDW,6304,11,25
VRG,IVU,25162,8,32
PXZ,XBA,8484,26,17
GON,DEB,2139,35,3
SNG,KTM,15656,25,20
KXR,YUC,11168,7,30
SDD,NGL,14639,11,2
IVK,RYL,32762,48,9
BFR,KBL,15251,47,1
ZIW,LSX,32321,28,25
XLI,ZUU,11602,35,4
JTF,EUH,7255,35,25
FAH,ZJR,22319,48,2
DCF,VVM,27988,4,18
ZDC,DOK,17666,13,10
OAP,YKS,14632,6,25
SXY,KZT,4312,5,29
ERB,UCX,32535,23,11
WDB,FEP,25121,40,1
CDZ,QNQ,10348,29,23
KGC,FPO,9337,22,6
KIE,VNU,18696,29,27
MHK,ZVX,23699,41,20
UHV,PXP,29516,7,7
NQZ,MIN,14512,45,1
KLQ,KHZ,20477,28,24
NZJ,HXM,13322,14,30
GZG,IBI,19295,23,19
ZSM,WZL,28729,9,2
DKN,LJO,25471,40,18
MLD,XXX,25664,0,30
WFM,QUT,22766,29,26
SXS,NFN,20304,46,12
OEV,UIJ,18364,12,15
LWS,CJT,24760,9,17
BZS,HGF,5334,6,2
PLA,FWU,7325,30,25
QWE,XQD,21504,30,18
SZR,WER,31088,41,6
JMY,OND,1069,40,18
OAS,RBL,25755,40,7
EHH,HWA,12544,7,5
QUJ,TGO,8829,29,22
KRX,JKH,23956,18,3
SSW,MOB,18634,43,5
BTM,PTL,28309,8,5
QZO,ECN,6997,21,22
OEX,BJY,7610,28,15
SVR,VDY,26324,20,32
VHI,LCP,3861,6,20
AGD,FAB,24864,41,10
BWI,IWD,6735,33,23
CXF,HHC,22624,48,19
XYO,FAC,12816,26,1
LPB,HVK,22900,39,26
CUM,XYY,595,10,6
EWR,BMC,17490,21,29
OBU,SSL,14632,42,24
XPK,BRE,5116,18,15
YCZ,TSW,11922,31,5
PQJ,PCU,19311,15,20
LOV,HXB,6028,13,31
WQZ,MGI,16719,13,2
NIC,EOG,249,43,4
TLM,ZPE,6819,2,16
WLV,JHF,4641,2,17
SFH,KJG,1215,24,10
TOJ,CQY,29070,20,22
TBR,JSI,22465,29,24
YSL,AZD,31429,11,15
YGM,UJA,31231,21,21
INJ,VEG,5272,12,5
BBQ,KFO,12630,32,26
PLG,WGR,9990,26,28
JZJ,BXM,22051,3,7
HBA,MTQ,22749,17,18
JOV,STB,25024,38,12
GXC,IXI,23370,21,7
EQT,TXC,1379,13,18
AZO,MLA,22567,4,0
QKI,RRD,12797,6,28
NMZ,MLZ,31163,26,27
QQP,YLC,17012,36,22
KII,GZJ,9979,16,16
NRM,WGN,18984,8,16
IAS,SYD,25134,13,4
ZLS,MYA,23810,12,30
IFI,WNX,3160,22,3
AAV,ZWD,2272,8,25
QMK,GAE,23694,30,17
EGE,DDE,19447,16,28
YGQ,XZW,30116,31,19
IWX,EGE,12304,24,15
TXJ,UWU,7203,4,16
GUH,OTM,404,47,25
NHD,AEZ,24182,12,19
GED,UKB,19695,21,25
HNY,RBB,11629,0,26
KFX,PDB,22,40,5
QMQ,GOY,24303,22,8
RUK,AZR,22822,2,1
SBU,HHN,4404,13,32
MZA,KJR,3278,2,4
LJG,UQZ,1777,18,32
SFN,QVJ,22449,35,8
OAT,YEG,18496,14,10
KPZ,PNX,5041,0,3
MBH,HCJ,9549,2,10
PHB,BFG,32710,41,16
EOO,OMM,18882,2,1
XQV,NKX,3553,19,6
BKT,DQA,25955,38,6
CKE,TEV,8153,13,5
DDJ,OLW,5274,24,26
JNZ,TNX,20232,37,23
VCI,VKL,14986,4,13
QPI,LLE,1322,42,26
WCE,OAX,18462,35,18
VOJ,EKO,27890,22,22
PPT,NZI,12860,2,23
GZF,IFW,20230,43,20
INK,YDZ,28081,45,11
AWY,GBR,16828,43,19
MBR,FXT,18610,20,15
QWB,LRN,28908,40,5
SGM,XBK,24646,34,25
EBV,MFG,26879,33,17
SCU,YAI,31797,17,29
EER,CAZ,14529,25,24
XXD,RAH,12519,11,31
UGJ,ZFM,23618,32,2
VSC,QJM,17720,1,10
ZZJ,LGF,11520,21,0
WGU,QQN,31350,43,30
HHP,BUG,11391,42,17
BHS,CFG,7639,15,0
LSJ,FOX,11782,31,29
PKO,EQQ,10788,35,14
ELC,EHV,26486,2,1
VLI,LCZ,12299,14,29
BLU,EFB,24442,10,22
MOP,IXU,1607,36,24
QTB,NCD,21340,47,8
LDI,HPE,24674,33,23
IBG,ZBH,5371,48,12
GJD,QQE,7236,15,17
NKT,CRY,32294,4,0
EHB,RRW,7810,37,11
VEP,GJQ,7202,15,19
JPZ,PGJ,20000,14,21
ICS,GQW,14124,20,24
YRN,AKU,22586,26,12
VRM,FEI,8176,32,28
FPD,DOU,30942,31,28
FKR,TZO,3998,22,19
OMA,LGM,9726,12,23
VSV,LDY,30378,24,33
UKU,HKW,23575,11,10
KSL,BCS,16001,38,4
GOV,TSQ,15872,12,30
LYE,PAG,8582,7,29
GTM,YKG,14740,23,19
PTA,ONY,17351,0,4
HDY,PHV,32598,48,12
ZVM,SFT,1818,48,11
KUQ,CLH,6274,48,18
CMQ,RHJ,12532,9,5
DLE,CMH,15969,22,12
AQA,TNG,28713,39,5
GGM,EZF,28437,25,24
BKK,LOR,2089,30,31
NYL,WCH,27658,1,23
WFP,UKX,20424,11,13
QOT,CUG,10976,32,32
ULV,FQW,7298,10,29
FZW,PUC,30564,40,10
SQC,EPY,31568,14,17
WJL,WHB,4017,16,20
FJZ,XBE,20128,33,9
YAE,MFA,5343,10,20
ZAK,ESO,6948,0,7
HSR,WVX,6053,5,6
DNE,GXS,101,28,9
LWL,UYY,10927,29,19
XBH,EMM,31433,41,30
YMR,GSA,28619,9,14
BNI,XLP,8932,2,4
BLY,LTF,23176,18,15
IPK,MXW,22979,7,29
OJY,JJM,14494,12,7
GBP,KBR,17046,6,7
YIT,RCK,20667,39,13
SSV,XDA,31461,30,13
HQJ,PUY,6823,45,4
HOO,RVG,30725,10,30
XKK,VGJ,15082,31,3
OMV,GLG,31198,23,13
BRA,WRT,5784,9,11
KXO,APA,30067,30,7
WKR,AXF,30348,5,25
OEC,UEG,211,29,19
GUO,JED,30786,47,13
JPB,KNA,30258,41,26
PZZ,XET,30586,45,20
TSR,ZNI,4407,37,12
UOV,WOC,31200,3,25
XFN,CFC,15459,32,23
NMV,YNA,22432,1,25
MZC,MAA,3872,10,23
UEB,DNG,17059,24,25
AYE,QLX,32206,5,25
YVR,QKB,3495,34,7
VSI,OYL,29867,19,16
HON,JNQ,19755,8,15
WXN,DCT,28374,8,7
MEO,FVK,506,14,20
FYN,CUP,1488,37,32
AQE,HBI,18566,30,19
ZFV,KYN,31041,8,0
HGK,ZPL,24126,15,0
QWU,GVR,3741,3,32
HFI,UZF,11563,20,4
QOF,GQT,5513,39,28
ZPQ,ZBJ,30511,8,15
VMU,KYK,2375,26,30
MEH,EKA,18658,41,14
KHS,PZR,10824,48,6
RDP,NCK,6709,16,31
VLR,AXE,17977,10,17
BDL,JIY,7043,45,28
SCB,QFS,21810,11,17
MZK,ZMU,30631,20,8
LFP,HKO,9977,29,13
ZQU,VPK,31738,23,18
IOL,AXA,9665,7,10
SQG,JMR,25431,3,0
OFB,YBP,4025,22,7
YRJ,NJX,27807,7,23
XYW,QAO,23274,17,28
FVE,RPJ,4507,6,10
WLR,ENK,31419,47,25
DVF,XKH,23769,31,25
BMW,OMK,30043,34,5
PZA,SZN,24353,41,15
TMZ,SXZ,14597,34,5
NNL,UYH,13222,30,19
HAF,XBL,9117,27,26
JVI,GTB,24502,20,17
CWW,HMZ,28809,20,28
YSM,FJS,28057,14,4
ZEN,NSF,11552,31,25
TSO,HHY,18869,42,31
SMF,TJB,18098,31,13
WSL,TGE,8017,31,1
HSU,YBB,14694,19,15
CVE,UQF,7821,6,29
LNV,FJO,5455,42,3
CZX,HTT,14475,34,24
PNY,RWD,19,3,4
RIP,UBG,32258,9,8
PKZ,ZND,21248,12,23
KHZ,TAI,27099,10,13
GXG,JGR,27675,38,8
YNT,AKK,11769,40,4
ZNH,IYH,32700,29,16
GFL,RFO,22407,32,9
ARJ,AOO,11070,37,10
NXL,ZWQ,17980,20,26
LPP,LTN,11042,0,30
XEI,DDP,7808,15,8
VAE,LUQ,2288,2,4
YTS,XDM,31913,9,4
ESN,JQE,26457,8,15
JBS,UAV,15516,21,27
WWM,BOB,18439,8,30
UWY,LTA,31368,42,3
ZBA,SPN,18818,4,30
TBF,XBZ,20669,2,20
ASW,EBL,27210,40,5
WUN,VKH,22417,20,9
HHQ,HSF,7440,20,18
BQM,LAI,17050,23,4
HJM,VFW,17623,29,10
PHT,ORK,18422,5,9
FQK,SSX,2972,8,11
FZM,JZS,31693,17,19
LBV,ABA,1625,46,26
LSN,DMU,1664,19,12
FAS,HBF,26883,34,1
NCA,CZT,31336,16,2
YSO,NSC,5149,3,23
QKZ,QAG,7621,22,1
AYY,XFW,6283,4,6
NXH,FGL,7447,9,1
RUC,WVR,8031,5,4
VOQ,UOI,17305,2,17
IKJ,HKQ,8832,9,7
SRV,IZV,22810,6,22
NNJ,DTM,22344,24,22
MTX,JGI,32158,26,29
LIP,QUX,23354,18,0
FAD,XOX,27260,38,30
VSB,YKR,13728,11,2
PWV,OQT,30767,0,11
TCD,LVR,2467,43,9
RKT,IYC,29793,34,16
HXS,XDN,18961,37,6
OGT,TBR,30874,41,32
YNT,VGF,6662,43,23
CPK,VXG,9973,23,9
BBM,JGD,26069,10,2
DYD,ZYH,14204,30,7
CBE,XXS,22661,26,5
IRR,KAT,17621,34,26
GXL,ONC,13986,19,23
SUP,FHM,1157,28,25
CZQ,FBQ,1924,43,22
GHH,NYY,4378,31,26
LEX,TIH,1324,12,7
BWE,SAU,20650,36,4
DNP,TUU,7893,17,5
NMA,NHF,30524,8,2
WKS,GGQ,12526,3,2
VUO,VIJ,7472,6,29
UUX,OCY,31601,16,6
VCP,MJM,1029,14,28
CSQ,ATF,7088,16,15
SBV,YVQ,30410,10,26
KKI,GSC,2299,31,8
LCQ,NIQ,19810,16,14
JDV,IVR,373,0,22
NFX,IUJ,30950,47,6
LEH,UPZ,3502,8,19
WZC,LFW,22361,2,23
SAF,GNW,21827,10,6
GWO,EZK,21125,14,29
QJY,IWY,21516,28,0
KGK,XQQ,2844,23,22
VDR,PDU,11717,35,23
BBZ,OYI,5651,30,30
FFE,CKX,1626,47,18
AUW,FVM,13947,23,0
AMW,BNV,26960,33,10
OUI,ETE,22060,8,33
FCC,WEM,6724,13,1
THA,DYU,3913,41,30
XGB,XJZ,7929,6,11
XKK,HWR,14063,29,4
GCJ,OTO,15424,38,13
FYI,IBT,14072,48,9
KOY,XGA,12642,32,0
VCF,MMJ,17305,19,23
ZYY,IXZ,4228,19,29
SDC,EVW,2184,43,6
OSF,CMP,17824,8,22
IAL,BWV,12351,44,2
SAS,DHA,13426,17,3
KGQ,VBL,20928,33,7
IIQ,FMT,25556,30,23
WFY,EJT,19720,44,9
RMB,OBQ,32362,39,18
BHX,FRF,14187,17,6
MNZ,YPP,5975,34,13
AMO,WPC,11163,7,22
ZZI,BCO,1687,46,21
SLN,KWS,19552,23,13
JMZ,CEK,30978,0,8
LTO,QYE,6429,25,17
XOF,SIY,28689,9,4
RTD,QFP,10634,9,19
QXM,FEN,19078,5,5
BWO,LNC,31123,9,22
MFA,SGA,16893,2,25
YVY,SIT,26750,23,31
MXG,VSX,18146,41,30
RZD,IFP,18788,6,9
NVT,KML,5260,29,27
PBL,DXD,14819,11,10
MCK,KML,8016,16,24
BCX,YAI,25132,7,31
BVD,OYC,3668,14,25
TYA,KDZ,28032,34,0
SQU,YCC,10358,37,8
FFU,XZN,13908,25,21
SZO,PNN,32411,3,0
LDF,YWL,13981,10,6
BZX,ESD,13017,7,27
SBK,ECY,27107,47,14
EMX,VAP,23397,2,7
OTW,YGR,2901,10,8
RDY,EVW,19034,31,6
GPI,KCG,11606,13,1
SQO,VCI,10501,38,28
SDH,ZQM,12418,39,13
UPR,XHL,23355,8,2
SWV,QBO,13822,7,30
QMC,GYG,22450,25,26
DBV,DWA,13870,45,23
YRL,LNK,14845,47,28
AJJ,XDM,21018,21,0
UAQ,UNO,31800,16,8
MVE,XCV,25855,11,19
